transaction_id,invoice_date,year,month,month_name,quarter,customer_id,customer_name,customer_type,invoice_number,due_date,invoice_amount,amount_paid,outstanding_balance,payment_date,days_to_payment,payment_status,credit_days,financial_year,days_overdue,aging_bucket,collection_efficiency_%
AC001586,2023-05-31,2023,5,May,Q2,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01586,2023-06-15,79455.64,79455.64,0.0,2023-06-12,12.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001587,2023-06-30,2023,6,June,Q2,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01587,2023-07-15,32738.76,15719.51,17019.25,,,OverDue,15,FY2023-24,625,90+ Days,48.01
AC001588,2023-07-31,2023,7,July,Q3,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01588,2023-08-15,18301.0,18301.0,0.0,2023-08-06,6.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001589,2023-08-31,2023,8,August,Q3,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01589,2023-09-15,4539.01,4539.01,0.0,2023-09-12,12.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001590,2023-09-30,2023,9,September,Q3,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01590,2023-10-15,15555.21,4958.84,10596.37,,,OverDue,15,FY2023-24,533,90+ Days,31.88
AC001591,2023-10-31,2023,10,October,Q4,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01591,2023-11-15,28505.13,28505.13,0.0,2023-11-11,11.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001592,2023-11-30,2023,11,November,Q4,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01592,2023-12-15,24284.8,24284.8,0.0,2023-12-18,18.0,Paid Late,15,FY2023-24,0,Not OverDue,100.0
AC001593,2023-12-31,2023,12,December,Q4,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01593,2024-01-15,25271.01,25271.01,0.0,2024-01-14,14.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001594,2024-01-31,2024,1,January,Q1,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01594,2024-02-15,27533.64,27533.64,0.0,2024-02-09,9.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001595,2024-02-29,2024,2,February,Q1,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01595,2024-03-15,10963.01,10963.01,0.0,2024-03-08,8.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001596,2024-03-31,2024,3,March,Q1,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01596,2024-04-15,50421.45,50421.45,0.0,2024-04-07,7.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001597,2024-04-30,2024,4,April,Q2,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01597,2024-05-15,49518.9,7062.28,42456.62,,,OverDue,15,FY2024-25,320,90+ Days,14.26
AC001598,2024-05-31,2024,5,May,Q2,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01598,2024-06-15,35864.07,7797.25,28066.82,,,OverDue,15,FY2024-25,289,90+ Days,21.74
AC001599,2024-06-30,2024,6,June,Q2,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01599,2024-07-15,51881.84,51881.84,0.0,2024-07-20,20.0,Paid Late,15,FY2024-25,0,Not OverDue,100.0
AC001600,2024-07-31,2024,7,July,Q3,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01600,2024-08-15,46844.13,46844.13,0.0,2024-08-13,13.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001601,2024-08-31,2024,8,August,Q3,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01601,2024-09-15,26908.19,11322.37,15585.82,,,OverDue,15,FY2024-25,197,90+ Days,42.08
AC001602,2024-09-30,2024,9,September,Q3,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01602,2024-10-15,26416.67,11194.31,15222.36,,,OverDue,15,FY2024-25,167,90+ Days,42.38
AC001603,2024-10-31,2024,10,October,Q4,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01603,2024-11-15,68349.0,68349.0,0.0,2024-11-07,7.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001604,2024-11-30,2024,11,November,Q4,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01604,2024-12-15,39440.82,39440.82,0.0,2024-12-15,15.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001605,2024-12-31,2024,12,December,Q4,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01605,2025-01-15,33529.77,33529.77,0.0,2025-01-12,12.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001606,2025-01-31,2025,1,January,Q1,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01606,2025-02-15,4704.95,1350.98,3353.97,,,OverDue,15,FY2024-25,44,31-60 Days,28.71
AC001607,2025-02-28,2025,2,February,Q1,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01607,2025-03-15,40682.67,40682.67,0.0,2025-03-05,5.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001608,2025-03-31,2025,3,March,Q1,C067,Pooja Trivedi,Hotel/Restaurant,MINV-01608,2025-04-15,35449.41,35449.41,0.0,2025-04-14,14.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001609,2023-04-30,2023,4,April,Q2,C068,Meena Nair,Retailer,MINV-01609,2023-05-15,30456.96,30456.96,0.0,2023-05-15,15.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001610,2023-05-31,2023,5,May,Q2,C068,Meena Nair,Retailer,MINV-01610,2023-06-15,68494.12,68494.12,0.0,2023-06-08,8.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001611,2023-06-30,2023,6,June,Q2,C068,Meena Nair,Retailer,MINV-01611,2023-07-15,20052.34,1727.49,18324.85,,,OverDue,15,FY2023-24,625,90+ Days,8.61
AC001612,2023-07-31,2023,7,July,Q3,C068,Meena Nair,Retailer,MINV-01612,2023-08-15,41497.77,41497.77,0.0,2023-08-16,16.0,Paid Late,15,FY2023-24,0,Not OverDue,100.0
AC001613,2023-08-31,2023,8,August,Q3,C068,Meena Nair,Retailer,MINV-01613,2023-09-15,27058.23,27058.23,0.0,2023-09-03,3.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001614,2023-09-30,2023,9,September,Q3,C068,Meena Nair,Retailer,MINV-01614,2023-10-15,82251.3,82251.3,0.0,2023-10-18,18.0,Paid Late,15,FY2023-24,0,Not OverDue,100.0
AC001615,2023-10-31,2023,10,October,Q4,C068,Meena Nair,Retailer,MINV-01615,2023-11-15,19410.22,19410.22,0.0,2023-11-13,13.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001616,2023-11-30,2023,11,November,Q4,C068,Meena Nair,Retailer,MINV-01616,2023-12-15,14712.11,14712.11,0.0,2023-12-12,12.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001617,2023-12-31,2023,12,December,Q4,C068,Meena Nair,Retailer,MINV-01617,2024-01-15,44646.49,5392.94,39253.55,,,OverDue,15,FY2023-24,441,90+ Days,12.08
AC001618,2024-01-31,2024,1,January,Q1,C068,Meena Nair,Retailer,MINV-01618,2024-02-15,27310.49,27310.49,0.0,2024-02-11,11.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001619,2024-02-29,2024,2,February,Q1,C068,Meena Nair,Retailer,MINV-01619,2024-03-15,37723.27,7859.69,29863.58,,,OverDue,15,FY2023-24,381,90+ Days,20.84
AC001620,2024-03-31,2024,3,March,Q1,C068,Meena Nair,Retailer,MINV-01620,2024-04-15,45025.73,45025.73,0.0,2024-04-06,6.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001621,2024-04-30,2024,4,April,Q2,C068,Meena Nair,Retailer,MINV-01621,2024-05-15,11353.02,11353.02,0.0,2024-05-18,18.0,Paid Late,15,FY2024-25,0,Not OverDue,100.0
AC001622,2024-05-31,2024,5,May,Q2,C068,Meena Nair,Retailer,MINV-01622,2024-06-15,37837.14,37837.14,0.0,2024-06-15,15.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001623,2024-06-30,2024,6,June,Q2,C068,Meena Nair,Retailer,MINV-01623,2024-07-15,28690.39,28690.39,0.0,2024-07-12,12.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001624,2024-07-31,2024,7,July,Q3,C068,Meena Nair,Retailer,MINV-01624,2024-08-15,37195.73,37195.73,0.0,2024-08-07,7.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001625,2024-08-31,2024,8,August,Q3,C068,Meena Nair,Retailer,MINV-01625,2024-09-15,52706.14,52706.14,0.0,2024-09-07,7.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001626,2024-09-30,2024,9,September,Q3,C068,Meena Nair,Retailer,MINV-01626,2024-10-15,26692.42,26692.42,0.0,2024-10-06,6.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001627,2024-10-31,2024,10,October,Q4,C068,Meena Nair,Retailer,MINV-01627,2024-11-15,37185.2,37185.2,0.0,2024-11-16,16.0,Paid Late,15,FY2024-25,0,Not OverDue,100.0
AC001628,2024-11-30,2024,11,November,Q4,C068,Meena Nair,Retailer,MINV-01628,2024-12-15,56710.58,56710.58,0.0,2024-12-11,11.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001629,2024-12-31,2024,12,December,Q4,C068,Meena Nair,Retailer,MINV-01629,2025-01-15,48512.24,48512.24,0.0,2025-01-15,15.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001630,2025-01-31,2025,1,January,Q1,C068,Meena Nair,Retailer,MINV-01630,2025-02-15,30663.19,30663.19,0.0,2025-02-11,11.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001631,2025-02-28,2025,2,February,Q1,C068,Meena Nair,Retailer,MINV-01631,2025-03-15,42083.63,42083.63,0.0,2025-03-15,15.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001632,2025-03-31,2025,3,March,Q1,C068,Meena Nair,Retailer,MINV-01632,2025-04-15,48767.41,48767.41,0.0,2025-04-07,7.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001633,2023-04-30,2023,4,April,Q2,C069,Santosh Agarwal,Institutional,MINV-01633,2023-06-14,46256.83,46256.83,0.0,2023-06-11,42.0,Paid,45,FY2023-24,0,Not OverDue,100.0
AC001634,2023-05-31,2023,5,May,Q2,C069,Santosh Agarwal,Institutional,MINV-01634,2023-07-15,36562.16,36562.16,0.0,2023-07-06,36.0,Paid,45,FY2023-24,0,Not OverDue,100.0
AC001635,2023-06-30,2023,6,June,Q2,C069,Santosh Agarwal,Institutional,MINV-01635,2023-08-14,33014.84,33014.84,0.0,2023-08-29,60.0,Paid Late,45,FY2023-24,0,Not OverDue,100.0
AC001636,2023-07-31,2023,7,July,Q3,C069,Santosh Agarwal,Institutional,MINV-01636,2023-09-14,10542.43,10542.43,0.0,2023-09-18,49.0,Paid Late,45,FY2023-24,0,Not OverDue,100.0
AC001637,2023-08-31,2023,8,August,Q3,C069,Santosh Agarwal,Institutional,MINV-01637,2023-10-15,30321.46,30321.46,0.0,2023-10-17,47.0,Paid Late,45,FY2023-24,0,Not OverDue,100.0
AC001638,2023-09-30,2023,9,September,Q3,C069,Santosh Agarwal,Institutional,MINV-01638,2023-11-14,31662.76,31662.76,0.0,2023-11-20,51.0,Paid Late,45,FY2023-24,0,Not OverDue,100.0
AC001639,2023-10-31,2023,10,October,Q4,C069,Santosh Agarwal,Institutional,MINV-01639,2023-12-15,38962.37,38962.37,0.0,2023-12-09,39.0,Paid,45,FY2023-24,0,Not OverDue,100.0
AC001640,2023-11-30,2023,11,November,Q4,C069,Santosh Agarwal,Institutional,MINV-01640,2024-01-14,29957.88,29957.88,0.0,2024-01-12,43.0,Paid,45,FY2023-24,0,Not OverDue,100.0
AC001641,2023-12-31,2023,12,December,Q4,C069,Santosh Agarwal,Institutional,MINV-01641,2024-02-14,34432.59,34432.59,0.0,2024-02-08,39.0,Paid,45,FY2023-24,0,Not OverDue,100.0
AC001642,2024-01-31,2024,1,January,Q1,C069,Santosh Agarwal,Institutional,MINV-01642,2024-03-16,26644.85,26644.85,0.0,2024-03-10,39.0,Paid,45,FY2023-24,0,Not OverDue,100.0
AC001643,2024-02-29,2024,2,February,Q1,C069,Santosh Agarwal,Institutional,MINV-01643,2024-04-14,10228.15,10228.15,0.0,2024-04-21,52.0,Paid Late,45,FY2023-24,0,Not OverDue,100.0
AC001644,2024-03-31,2024,3,March,Q1,C069,Santosh Agarwal,Institutional,MINV-01644,2024-05-15,35876.74,35876.74,0.0,2024-05-15,45.0,Paid,45,FY2023-24,0,Not OverDue,100.0
AC001645,2024-04-30,2024,4,April,Q2,C069,Santosh Agarwal,Institutional,MINV-01645,2024-06-14,33406.62,33406.62,0.0,2024-05-19,19.0,Paid,45,FY2024-25,0,Not OverDue,100.0
AC001646,2024-05-31,2024,5,May,Q2,C069,Santosh Agarwal,Institutional,MINV-01646,2024-07-15,9070.36,9070.36,0.0,2024-07-08,38.0,Paid,45,FY2024-25,0,Not OverDue,100.0
AC001647,2024-06-30,2024,6,June,Q2,C069,Santosh Agarwal,Institutional,MINV-01647,2024-08-14,36807.0,14270.76,22536.24,,,OverDue,45,FY2024-25,229,90+ Days,38.77
AC001648,2024-07-31,2024,7,July,Q3,C069,Santosh Agarwal,Institutional,MINV-01648,2024-09-14,4392.33,4392.33,0.0,2024-08-22,22.0,Paid,45,FY2024-25,0,Not OverDue,100.0
AC001649,2024-08-31,2024,8,August,Q3,C069,Santosh Agarwal,Institutional,MINV-01649,2024-10-15,51096.37,51096.37,0.0,2024-09-25,25.0,Paid,45,FY2024-25,0,Not OverDue,100.0
AC001650,2024-09-30,2024,9,September,Q3,C069,Santosh Agarwal,Institutional,MINV-01650,2024-11-14,51549.85,51549.85,0.0,2024-11-27,58.0,Paid Late,45,FY2024-25,0,Not OverDue,100.0
AC001651,2024-10-31,2024,10,October,Q4,C069,Santosh Agarwal,Institutional,MINV-01651,2024-12-15,33275.27,33275.27,0.0,2024-12-22,52.0,Paid Late,45,FY2024-25,0,Not OverDue,100.0
AC001652,2024-11-30,2024,11,November,Q4,C069,Santosh Agarwal,Institutional,MINV-01652,2025-01-14,19679.5,19679.5,0.0,2025-01-01,32.0,Paid,45,FY2024-25,0,Not OverDue,100.0
AC001653,2024-12-31,2024,12,December,Q4,C069,Santosh Agarwal,Institutional,MINV-01653,2025-02-14,15748.6,15748.6,0.0,2025-02-06,37.0,Paid,45,FY2024-25,0,Not OverDue,100.0
AC001654,2025-01-31,2025,1,January,Q1,C069,Santosh Agarwal,Institutional,MINV-01654,2025-03-17,32390.73,32390.73,0.0,2025-03-15,43.0,Paid,45,FY2024-25,0,Not OverDue,100.0
AC001655,2025-02-28,2025,2,February,Q1,C069,Santosh Agarwal,Institutional,MINV-01655,2025-04-14,35604.52,35604.52,0.0,2025-03-19,19.0,Paid,45,FY2024-25,0,Not OverDue,100.0
AC001656,2025-03-31,2025,3,March,Q1,C069,Santosh Agarwal,Institutional,MINV-01656,2025-05-15,43617.89,43617.89,0.0,2025-05-07,37.0,Paid,45,FY2024-25,0,Not OverDue,100.0
AC001657,2023-04-30,2023,4,April,Q2,C070,Amit Goyal,Retailer,MINV-01657,2023-05-15,33472.0,33472.0,0.0,2023-05-16,16.0,Paid Late,15,FY2023-24,0,Not OverDue,100.0
AC001658,2023-05-31,2023,5,May,Q2,C070,Amit Goyal,Retailer,MINV-01658,2023-06-15,62198.78,62198.78,0.0,2023-06-14,14.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001659,2023-06-30,2023,6,June,Q2,C070,Amit Goyal,Retailer,MINV-01659,2023-07-15,36199.22,36199.22,0.0,2023-07-04,4.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001660,2023-07-31,2023,7,July,Q3,C070,Amit Goyal,Retailer,MINV-01660,2023-08-15,22080.73,22080.73,0.0,2023-08-07,7.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001661,2023-08-31,2023,8,August,Q3,C070,Amit Goyal,Retailer,MINV-01661,2023-09-15,29975.91,29975.91,0.0,2023-09-18,18.0,Paid Late,15,FY2023-24,0,Not OverDue,100.0
AC001662,2023-09-30,2023,9,September,Q3,C070,Amit Goyal,Retailer,MINV-01662,2023-10-15,46172.41,46172.41,0.0,2023-10-09,9.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001663,2023-10-31,2023,10,October,Q4,C070,Amit Goyal,Retailer,MINV-01663,2023-11-15,13465.8,13465.8,0.0,2023-11-18,18.0,Paid Late,15,FY2023-24,0,Not OverDue,100.0
AC001664,2023-11-30,2023,11,November,Q4,C070,Amit Goyal,Retailer,MINV-01664,2023-12-15,27056.79,4482.69,22574.1,,,OverDue,15,FY2023-24,472,90+ Days,16.57
AC001665,2023-12-31,2023,12,December,Q4,C070,Amit Goyal,Retailer,MINV-01665,2024-01-15,47860.95,47860.95,0.0,2024-01-08,8.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001666,2024-01-31,2024,1,January,Q1,C070,Amit Goyal,Retailer,MINV-01666,2024-02-15,34867.87,34867.87,0.0,2024-02-12,12.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001667,2024-02-29,2024,2,February,Q1,C070,Amit Goyal,Retailer,MINV-01667,2024-03-15,30448.18,30448.18,0.0,2024-03-19,19.0,Paid Late,15,FY2023-24,0,Not OverDue,100.0
AC001668,2024-03-31,2024,3,March,Q1,C070,Amit Goyal,Retailer,MINV-01668,2024-04-15,46864.6,46864.6,0.0,2024-04-14,14.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC001669,2024-04-30,2024,4,April,Q2,C070,Amit Goyal,Retailer,MINV-01669,2024-05-15,36134.25,36134.25,0.0,2024-05-15,15.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001670,2024-05-31,2024,5,May,Q2,C070,Amit Goyal,Retailer,MINV-01670,2024-06-15,48371.98,48371.98,0.0,2024-06-15,15.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001671,2024-06-30,2024,6,June,Q2,C070,Amit Goyal,Retailer,MINV-01671,2024-07-15,28720.01,28720.01,0.0,2024-07-08,8.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001672,2024-07-31,2024,7,July,Q3,C070,Amit Goyal,Retailer,MINV-01672,2024-08-15,60172.31,60172.31,0.0,2024-08-08,8.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001673,2024-08-31,2024,8,August,Q3,C070,Amit Goyal,Retailer,MINV-01673,2024-09-15,30453.2,12968.38,17484.82,,,OverDue,15,FY2024-25,197,90+ Days,42.58
AC001674,2024-09-30,2024,9,September,Q3,C070,Amit Goyal,Retailer,MINV-01674,2024-10-15,34338.74,34338.74,0.0,2024-10-05,5.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001675,2024-10-31,2024,10,October,Q4,C070,Amit Goyal,Retailer,MINV-01675,2024-11-15,23365.89,23365.89,0.0,2024-11-14,14.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001676,2024-11-30,2024,11,November,Q4,C070,Amit Goyal,Retailer,MINV-01676,2024-12-15,13555.89,13555.89,0.0,2024-12-12,12.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001677,2024-12-31,2024,12,December,Q4,C070,Amit Goyal,Retailer,MINV-01677,2025-01-15,47125.26,47125.26,0.0,2025-01-11,11.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001678,2025-01-31,2025,1,January,Q1,C070,Amit Goyal,Retailer,MINV-01678,2025-02-15,26036.16,26036.16,0.0,2025-02-08,8.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001679,2025-02-28,2025,2,February,Q1,C070,Amit Goyal,Retailer,MINV-01679,2025-03-15,31427.38,3241.35,28186.03,,,OverDue,15,FY2024-25,16,1-30 Days,10.31
AC001680,2025-03-31,2025,3,March,Q1,C070,Amit Goyal,Retailer,MINV-01680,2025-04-15,7836.04,7836.04,0.0,2025-04-07,7.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC001681,2023-04-30,2023,4,April,Q2,C071,Ramesh Yadav,Wholesaler,MINV-01681,2023-05-30,66038.59,66038.59,0.0,2023-05-28,28.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001682,2023-05-31,2023,5,May,Q2,C071,Ramesh Yadav,Wholesaler,MINV-01682,2023-06-30,19927.19,19927.19,0.0,2023-06-21,21.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001683,2023-06-30,2023,6,June,Q2,C071,Ramesh Yadav,Wholesaler,MINV-01683,2023-07-30,51736.64,19077.97,32658.67,,,OverDue,30,FY2023-24,610,90+ Days,36.88
AC001684,2023-07-31,2023,7,July,Q3,C071,Ramesh Yadav,Wholesaler,MINV-01684,2023-08-30,65671.62,65671.62,0.0,2023-09-02,33.0,Paid Late,30,FY2023-24,0,Not OverDue,100.0
AC001685,2023-08-31,2023,8,August,Q3,C071,Ramesh Yadav,Wholesaler,MINV-01685,2023-09-30,31236.51,31236.51,0.0,2023-09-27,27.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001686,2023-09-30,2023,9,September,Q3,C071,Ramesh Yadav,Wholesaler,MINV-01686,2023-10-30,51284.28,51284.28,0.0,2023-10-20,20.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001687,2023-10-31,2023,10,October,Q4,C071,Ramesh Yadav,Wholesaler,MINV-01687,2023-11-30,24281.89,24281.89,0.0,2023-12-04,34.0,Paid Late,30,FY2023-24,0,Not OverDue,100.0
AC001688,2023-11-30,2023,11,November,Q4,C071,Ramesh Yadav,Wholesaler,MINV-01688,2023-12-30,28680.34,28680.34,0.0,2023-12-25,25.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001689,2023-12-31,2023,12,December,Q4,C071,Ramesh Yadav,Wholesaler,MINV-01689,2024-01-30,60307.73,29346.69,30961.04,,,OverDue,30,FY2023-24,426,90+ Days,48.66
AC001690,2024-01-31,2024,1,January,Q1,C071,Ramesh Yadav,Wholesaler,MINV-01690,2024-03-01,43145.21,43145.21,0.0,2024-02-17,17.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001691,2024-02-29,2024,2,February,Q1,C071,Ramesh Yadav,Wholesaler,MINV-01691,2024-03-30,27060.55,27060.55,0.0,2024-03-12,12.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001692,2024-03-31,2024,3,March,Q1,C071,Ramesh Yadav,Wholesaler,MINV-01692,2024-04-30,37563.08,37563.08,0.0,2024-04-01,1.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001693,2024-04-30,2024,4,April,Q2,C071,Ramesh Yadav,Wholesaler,MINV-01693,2024-05-30,58643.62,58643.62,0.0,2024-05-29,29.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC001694,2024-05-31,2024,5,May,Q2,C071,Ramesh Yadav,Wholesaler,MINV-01694,2024-06-30,36225.93,36225.93,0.0,2024-06-24,24.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC001695,2024-06-30,2024,6,June,Q2,C071,Ramesh Yadav,Wholesaler,MINV-01695,2024-07-30,45224.55,45224.55,0.0,2024-08-09,40.0,Paid Late,30,FY2024-25,0,Not OverDue,100.0
AC001696,2024-07-31,2024,7,July,Q3,C071,Ramesh Yadav,Wholesaler,MINV-01696,2024-08-30,44093.45,44093.45,0.0,2024-07-31,0.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC001697,2024-08-31,2024,8,August,Q3,C071,Ramesh Yadav,Wholesaler,MINV-01697,2024-09-30,34843.19,34843.19,0.0,2024-09-15,15.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC001698,2024-09-30,2024,9,September,Q3,C071,Ramesh Yadav,Wholesaler,MINV-01698,2024-10-30,32518.84,32518.84,0.0,2024-11-02,33.0,Paid Late,30,FY2024-25,0,Not OverDue,100.0
AC001699,2024-10-31,2024,10,October,Q4,C071,Ramesh Yadav,Wholesaler,MINV-01699,2024-11-30,18912.71,18912.71,0.0,2024-11-12,12.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC001700,2024-11-30,2024,11,November,Q4,C071,Ramesh Yadav,Wholesaler,MINV-01700,2024-12-30,34115.08,34115.08,0.0,2024-12-27,27.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC001701,2024-12-31,2024,12,December,Q4,C071,Ramesh Yadav,Wholesaler,MINV-01701,2025-01-30,24816.11,5255.63,19560.48,,,OverDue,30,FY2024-25,60,31-60 Days,21.18
AC001702,2025-01-31,2025,1,January,Q1,C071,Ramesh Yadav,Wholesaler,MINV-01702,2025-03-02,41293.9,41293.9,0.0,2025-02-22,22.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC001703,2025-02-28,2025,2,February,Q1,C071,Ramesh Yadav,Wholesaler,MINV-01703,2025-03-30,28648.63,28648.63,0.0,2025-03-25,25.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC001704,2025-03-31,2025,3,March,Q1,C071,Ramesh Yadav,Wholesaler,MINV-01704,2025-04-30,9349.79,9349.79,0.0,2025-04-25,25.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC001705,2023-04-30,2023,4,April,Q2,C072,Neha Iyer,Wholesaler,MINV-01705,2023-05-30,21460.48,21460.48,0.0,2023-05-14,14.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001706,2023-05-31,2023,5,May,Q2,C072,Neha Iyer,Wholesaler,MINV-01706,2023-06-30,53718.09,53718.09,0.0,2023-07-07,37.0,Paid Late,30,FY2023-24,0,Not OverDue,100.0
AC001707,2023-06-30,2023,6,June,Q2,C072,Neha Iyer,Wholesaler,MINV-01707,2023-07-30,10135.57,10135.57,0.0,2023-07-13,13.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001708,2023-07-31,2023,7,July,Q3,C072,Neha Iyer,Wholesaler,MINV-01708,2023-08-30,8345.07,8345.07,0.0,2023-08-19,19.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001709,2023-08-31,2023,8,August,Q3,C072,Neha Iyer,Wholesaler,MINV-01709,2023-09-30,32644.05,32644.05,0.0,2023-09-29,29.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001710,2023-09-30,2023,9,September,Q3,C072,Neha Iyer,Wholesaler,MINV-01710,2023-10-30,20741.18,20741.18,0.0,2023-11-01,32.0,Paid Late,30,FY2023-24,0,Not OverDue,100.0
AC001711,2023-10-31,2023,10,October,Q4,C072,Neha Iyer,Wholesaler,MINV-01711,2023-11-30,37963.45,14250.57,23712.88,,,OverDue,30,FY2023-24,487,90+ Days,37.54
AC001712,2023-11-30,2023,11,November,Q4,C072,Neha Iyer,Wholesaler,MINV-01712,2023-12-30,22928.16,22928.16,0.0,2023-12-22,22.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001713,2023-12-31,2023,12,December,Q4,C072,Neha Iyer,Wholesaler,MINV-01713,2024-01-30,5127.42,5127.42,0.0,2024-01-29,29.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001714,2024-01-31,2024,1,January,Q1,C072,Neha Iyer,Wholesaler,MINV-01714,2024-03-01,28803.3,28803.3,0.0,2024-02-22,22.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001715,2024-02-29,2024,2,February,Q1,C072,Neha Iyer,Wholesaler,MINV-01715,2024-03-30,17346.15,17346.15,0.0,2024-03-19,19.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC001716,2024-03-31,2024,3,March,Q1,C072,Neha Iyer,Wholesaler,MINV-01716,2024-04-30,14269.82,14269.82,0.0,2024-04-27,27.0,Paid,30,FY2023-24,0,Not OverDue,100.0
